24	государство	государство	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#873.832#874.449
25	должно	должен	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@vvp1934m-words#@vvp1934m#874.449#875.066
26	финансировать	финансировать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#875.066#875.683
27	кино	кино	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#875.683#876.202
28	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#876.202#876.302
29	и	и	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#876.312#876.61
30	сразу	сразу	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#876.61#876.908
31	в	в	PREP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#876.908#877.206
32	след	след	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#877.206#877.504
33	за	за	PREP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#877.504#877.802
34	этим	этот	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#877.802#878.1
35	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#878.1#878.402
36	так	так	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#878.41#878.745
37	сказать	сказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#878.745#879.08
38	как	как	SCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#879.18#879.43
39	у	у	PREP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#879.43#879.68
40	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@vvp1934m-words#@vvp1934m#879.68#879.93
41	говорят	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#879.93#880.18
42	Чуть	Чуть	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#880.18#880.72
43	грубовато	грубовато	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#880.72#881.26
44	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#881.26#881.8
45	aaa	aaa	PART	_	_	_	@vvp1934m-words#@vvp1934m#881.8#883.2
46	кто	кто	PRON	_	Case=Nom	_	_	_	@vvp1934m-words#@vvp1934m#884.7#885.017
47	ужинает	ужинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#885.017#885.334
48	девушку	девушка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#885.334#885.651
49	тот	тот	PRON	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#885.651#885.968
50	ее	она	PRON	_	Case=Gen|Gender=Fem|Number=Sing|Person=3	_	_	_	@vvp1934m-words#@vvp1934m#885.968#886.285
51	и	и	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#886.285#886.602
52	танцует	танцевать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#886.602#886.925
53	так	так	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#886.925#887.212
54	вот	вот	PRON	_	_	_	_	_	@vvp1934m-words#@vvp1934m#887.212#887.499
55	как	как	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#887.499#887.786
56	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934m-words#@vvp1934m#887.786#888.073
57	к	к	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#888.073#888.36
58	этому	это	PRON	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#888.36#888.647
59	относитесь	относиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@vvp1934m-words#@vvp1934m#888.647#888.935
60	к	к	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#888.935#889.285
61	первому	первый	NUM	_	Case=Dat|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#889.285#889.635
62	и	и	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#889.635#889.985
63	ко	к	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#889.985#890.335
64	второму	второму?	NUM	_	Case=Dat|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#890.335#890.585
65	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#890.585#890.685
66	а	а	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#922.21#922.707
67	как	как	SCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#922.707#923.204
68	следует	следовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#923.204#923.701
69	пониимать	пониимать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#923.701#924.198
70	Ваши	ваш	PRON	_	Case=Acc|Number=Plur	_	_	_	@vvp1934m-words#@vvp1934m#924.198#924.695
71	слова	слово	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	_	_	@vvp1934m-words#@vvp1934m#924.695#925.192
72	насчет	насчет	DPREP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#925.192#925.689
73	патриотического	патриотический	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#925.689#926.186
74	кино	кино	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#926.186#926.59
75	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#926.59#926.69
76	ну	ну	INTJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#926.715#927.135
77	например	например	PARENT	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#927.135#927.555
78	Левиафан	Левиафан	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#927.555#927.975
79	патриотическое	патриотический	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#927.975#928.395
80	с	с	PREP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#929.68#930.18
81	Вашей	ваш	PRON	_	Case=Gen|Gender=Fem|Number=Plur_	_	_	@vvp1934m-words#@vvp1934m#930.18#930.68
82	точки	точка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#930.68#931.18
83	зрения	зрение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#931.18#931.68
84	ну	ну	INTJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#938.685#938.972
85	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#938.972#939.259
86	Вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934m-words#@vvp1934m#939.259#939.546
87	уходите	уходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#939.546#939.833
88	та	тот	PART	_		_	_	_	@vvp1934m-words#@vvp1934m#939.833#940.12
89	та	та	PART	_		_	_	_	@vvp1934m-words#@vvp1934m#940.12#940.407
90	та	тот	PART	_		_	_	_	@vvp1934m-words#@vvp1934m#940.407#940.695
91	так	так	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#950.985#951.29
92	вот	вот	PRON	_	_	_	_	_	@vvp1934m-words#@vvp1934m#951.29#951.595
93	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934m-words#@vvp1934m#979.98#980.533
94	все-таки	все-таки	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#980.533#981.086
95	хочу	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#981.086#981.639
96	аа	а	INTJ	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#981.639#982.192
97	этот	этот	PRON	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#982.192#982.745
98	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#982.745#983.298
99	довести	довести	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#983.298#983.851
100	до	до	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#983.851#984.41
101	логического	логический	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#984.6#985.346
102	конца	конец	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#985.346#986.092
103	для	для	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#986.092#986.838
104	Вас	вы	PRON	_	Case=Gen|Number=Plur|Person=2	_	_	_	@vvp1934m-words#@vvp1934m#986.838#987.584
105	патриотическое	патриотический	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#987.584#988.33
106	кино	кино	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#988.33#989.076
107	это	это	PRON	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#989.076#989.822
108	такое	такой	ADJ	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#989.822#990.568
109	кино	кино	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#990.568#991.314
110	которое	который	SCONJ	_	Case=Acc	_	_	_	@vvp1934m-words#@vvp1934m#991.314#992.06
111	не	не	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#992.06#992.806
112	аа	ао	PART	_		_	_	_	@vvp1934m-words#@vvp1934m#992.806#993.552
113	критикует	критиковать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#993.552#994.3
114	хорошо	хорошо	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#1002.9#1004.0
115	ладно	ладно	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1005.015#1005.413
116	поговорим	говорить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1005.413#1005.811
117	о	о	PREP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1005.811#1006.209
118	соби	собь	PART	_	_	_	_	@vvp1934m-words#@vvp1934m#1006.209#1006.607
119	о	о	PREP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1006.607#1007.005
120	собиборе	собибор	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1007.005#1007.405
121	ааа	аа	PART	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1007.815#1008.315
122	придворительный	придворительный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1008.315#1008.81
123	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1008.81#1009.305
124	где-то	где-то	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#1009.515#1009.837
125	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934m-words#@vvp1934m#1009.837#1010.159
126	вычитал	вычитать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1010.159#1010.481
127	правда	правда	NOUN	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#1010.481#1010.803
128	или	или	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1010.803#1011.125
129	нет	нет	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1011.125#1011.447
130	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934m-words#@vvp1934m#1011.447#1011.769
131	не	не	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1011.769#1012.091
132	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1012.091#1012.415
133	что	что	SCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1012.8#1013.182
134	сама	сам	PRON	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1013.182#1013.564
135	идея	идея	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1013.564#1013.946
136	этого	этот	PRON	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1013.946#1014.328
137	фильма	фильм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1014.328#1014.71
138	принадлежит	принадлежать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1014.71#1015.092
139	министру	министр	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1015.092#1015.474
140	культуры	культура	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1015.474#1015.856
141	господину	господин	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1015.856#1016.238
142	Мединскому	Мединский	PROPN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1016.238#1016.62
143	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1016.62#1017.002
144	так	так?	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#1017.002#1017.29
145	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1017.29#1017.39
146	а	а	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1027.88#1028.363
147	режиссер	режиссер	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1028.363#1028.846
148	разве	разве	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1028.846#1029.329
149	не	не	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1029.329#1029.812
150	автор	автор	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1029.812#1030.295
151	идеи	идеи	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1030.295#1030.68
152	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1030.68#1030.78
153	давайте	давать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1032.885#1033.505
154	так	так	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#1044.12#1044.71
155	разные	разный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@vvp1934m-words#@vvp1934m#1098.01#1098.63
156	разные	разный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@vvp1934m-words#@vvp1934m#1098.63#1099.25
157	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#1099.25#1099.87
158	да	да	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1099.87#1100.49
159	аа	ао	PART	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1101.69#1102.125
160	где-то	ADV	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1102.125#1102.56
161	ээ	ээ	PART	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1102.56#1102.995
162	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934m-words#@vvp1934m#1102.995#1103.5
163	тоже	тоже	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1103.5#1104.005
164	вычитал	вычитать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1104.005#1104.51
165	что	что	SCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1104.51#1105.015
166	аа	ао	PART	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1105.02#1105.317
167	отрывки	отрывок	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1105.317#1105.614
168	из	из	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1105.614#1105.911
169	этого	этот	PRON	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1105.911#1106.208
170	фильма	фильм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1106.208#1106.505
171	видел	видеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1106.505#1106.802
172	Путин	Путин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1106.802#1107.099
173	да	да	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1107.099#1107.35
174	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1107.35#1107.4
175	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1108.28#1108.688
176	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@vvp1934m-words#@vvp1934m#1108.688#1109.096
177	что-нибудь	что-нибудь	ADV	_	Case=Acc	_	_	_	@vvp1934m-words#@vvp1934m#1109.096#1109.504
178	сказал	сказать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1109.504#1109.912
179	по	по	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1109.912#1110.32
180	этому	этот	PRON	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1110.32#1110.728
181	поводу	поводу	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1110.728#1111.036
182	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1111.036#1111.136
183	посмотрел	смотреть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1111.136#1111.544
184	и	и	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1111.544#1111.952
185	посмотрел	смотреть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1111.952#1112.36
186	и	и	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1112.36#1112.89
187	все	все	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1112.89#1113.42
188	не	не	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1113.42#1113.95
189	высказался	высказаться	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@vvp1934m-words#@vvp1934m#1113.95#1114.48
190	хорошо	хорошо	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#1114.48#1115.01
191	ааа	аа	PART	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1115.08#1116.18
192	почему	почему	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#1116.605#1117.01
193	Вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934m-words#@vvp1934m#1117.01#1117.415
194	решили	решать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1117.415#1117.82
195	вот	вот	PRON	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1117.82#1118.362
196	свой	свой	PRON	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1118.362#1118.904
197	дебют	дебют	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1118.904#1119.446
198	режисерский	режисерский	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1119.446#1119.988
199	в	в	PREP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1119.988#1120.53
200	кино	кино	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1120.53#1121.075
201	вот	вот	PARENT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1121.075#1121.301
202	начать	начать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1121.301#1121.527
203	с	с	PREP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1121.527#1121.753
204	такой	такой	ADJ	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1121.753#1121.98
205	с	с	PREP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1121.98#1122.647
206	такой	такой	ADJ	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1122.647#1123.314
